iter	Logloss
467	0.4224609914
468	0.4223968462
469	0.4223445832
470	0.422310418
471	0.4222514457
472	0.4221862742
473	0.4221143142
474	0.4220570434
475	0.4219909705
476	0.4219184297
477	0.4218458171
478	0.4217867507
479	0.4217442714
480	0.421687106
481	0.4216443462
482	0.4215718856
483	0.4215188925
484	0.4214770242
485	0.4214019418
486	0.421346122
487	0.4213077494
488	0.4212508537
489	0.421176441
490	0.4210984522
491	0.4210367512
492	0.4209724542
493	0.4209215337
494	0.4208714527
495	0.4208216241
496	0.4207797288
497	0.4207379052
498	0.4207215868
499	0.4206677741
500	0.420611761
501	0.420580713
502	0.4205305882
503	0.4205210844
504	0.4204712125
505	0.4204323239
506	0.4203929
507	0.4203251309
508	0.4202724038
509	0.4202253825
510	0.4201719778
511	0.4201278598
512	0.4200781098
513	0.4200363657
514	0.4199973935
515	0.4199492933
516	0.4199150884
517	0.4199107851
518	0.419857496
519	0.4198182993
520	0.4198034268
521	0.4197566152
522	0.4197005456
523	0.4196615996
524	0.4196053779
525	0.4195443381
526	0.4194957513
527	0.4194599624
528	0.4194039627
529	0.419351088
530	0.4192777583
531	0.4192716088
532	0.4191964137
533	0.4191516062
534	0.4191049395
535	0.4190629949
536	0.419026478
537	0.4189810792
538	0.4189291313
539	0.4188800472
540	0.4188370985
541	0.4187899723
542	0.4187274385
543	0.4186671106
544	0.418617913
545	0.4185677793
546	0.4184974796
547	0.418445352
548	0.4183894829
549	0.4183368126
550	0.4183007287
551	0.418248363
552	0.4181776339
553	0.4181426223
554	0.4180839924
555	0.4180352755
556	0.4179913517
557	0.4179418481
558	0.4178763183
559	0.417810398
560	0.4177367645
561	0.4176992204
562	0.4176281273
563	0.4175791107
564	0.4175236659
565	0.4174577954
566	0.4174016
567	0.4173624071
568	0.4173330651
569	0.4172789334
570	0.4172234038
571	0.4171682263
572	0.4171005078
573	0.4170384908
574	0.4169895544
575	0.4169477353
576	0.4168858968
577	0.4168300803
578	0.4167695318
579	0.4167237068
580	0.4166728721
581	0.4166307909
582	0.4165952267
583	0.4165661401
584	0.4165303785
585	0.4164871487
586	0.4164310962
587	0.4163939301
588	0.416363107
589	0.4163188008
590	0.4162810531
591	0.4162232344
592	0.4161653763
593	0.4161215012
594	0.4160621858
595	0.4160159459
596	0.4159731101
597	0.4159298234
598	0.4158963593
599	0.4158462083
600	0.4158034869
601	0.4157638119
602	0.4157349134
603	0.4156713931
604	0.415619052
605	0.4155793159
606	0.4155552205
607	0.4155519816
608	0.4155491844
609	0.4154915508
610	0.4154529782
611	0.4154033309
612	0.4153546574
613	0.4153072441
614	0.415266022
615	0.415228502
616	0.4151824507
617	0.4151393861
618	0.4150913923
619	0.4150377599
620	0.4149759489
621	0.4149416378
622	0.4148976576
623	0.4148508553
624	0.4148009978
625	0.4147185092
626	0.4146486653
627	0.4145984838
628	0.4145292789
629	0.4144923273
630	0.4144609894
631	0.4143942141
632	0.4143374849
633	0.4142690366
634	0.4142245701
635	0.4141789562
636	0.4141281819
637	0.4141090486
638	0.4140498287
639	0.4140042527
640	0.4139749217
641	0.4139256646
642	0.4138737949
643	0.4138056218
644	0.413737629
645	0.4137349087
646	0.4136873101
647	0.4136493028
648	0.4135751761
649	0.4135239044
650	0.4134947586
651	0.4134399676
652	0.4133925118
653	0.413347286
654	0.4133052673
655	0.4132628776
656	0.4132126178
657	0.4131491189
658	0.4131013416
659	0.413041276
660	0.4129742457
661	0.412935832
662	0.4128902832
663	0.4128596754
664	0.4128058155
665	0.4127694128
666	0.4127080237
667	0.4126247508
668	0.4125961153
669	0.4125593876
670	0.4124965215
671	0.4124550821
672	0.4124088886
673	0.4123660163
674	0.4123201798
675	0.4123137883
676	0.4122892155
677	0.412240752
678	0.4121682972
679	0.4121142618
680	0.4120750676
681	0.412029329
682	0.4119659015
683	0.4119286502
684	0.4118874621
685	0.4118451437
686	0.4118127399
687	0.411779765
688	0.4117540099
689	0.4116769803
690	0.4116256035
691	0.4115550436
692	0.4115040155
693	0.411476486
694	0.41143786
695	0.4113932011
696	0.4113511955
697	0.4112897484
698	0.4112569389
699	0.4112060906
700	0.4111495357
701	0.4110788101
702	0.4110345921
703	0.4109927916
704	0.4109216341
705	0.4108870658
706	0.4108444227
707	0.4108040725
708	0.4107569541
709	0.4107234387
710	0.4107213584
711	0.4106832113
712	0.4106585483
713	0.4105997837
714	0.4105259349
715	0.4104715611
716	0.4104117831
717	0.410365611
718	0.4103264373
719	0.4102721368
720	0.4102158979
721	0.4101701899
722	0.4100997242
723	0.4100457737
724	0.4099811225
725	0.4099661136
726	0.409931417
727	0.4098835136
728	0.4098354779
729	0.4097927707
730	0.4097398678
731	0.4096753564
732	0.4096455287
733	0.4096004437
734	0.4095603976
735	0.4095300472
736	0.4094958765
737	0.4094518484
738	0.4094043494
739	0.4093595092
740	0.4093097049
741	0.4092590776
742	0.4092211286
743	0.4091648242
744	0.409083321
745	0.4090355497
746	0.4089699698
747	0.408931824
748	0.4088914144
749	0.4088604561
750	0.4088171646
751	0.4087703391
752	0.4087650378
753	0.4087107302
754	0.4086746926
755	0.4086322506
756	0.4085759388
757	0.4085462373
758	0.4085029707
759	0.4084580953
760	0.4084065422
761	0.4083718733
762	0.4083240445
763	0.408287882
764	0.4082419176
765	0.4082052895
766	0.4081593374
767	0.4081274933
768	0.4080735283
769	0.4080402459
770	0.4080090737
771	0.4079693868
772	0.4079299786
773	0.4078888374
774	0.4078490396
775	0.4078028319
776	0.4077471208
777	0.4076879424
778	0.4076594662
779	0.4075956025
780	0.4075731153
781	0.4075422997
782	0.4075006612
783	0.4074956011
784	0.4074466624
785	0.4074089266
786	0.4073803721
787	0.4073392888
788	0.4072834128
789	0.4072323132
790	0.4071947585
791	0.4071483485
792	0.4071192764
793	0.4070449536
794	0.4070176504
795	0.4069922111
796	0.4069525005
797	0.4069227151
798	0.4068948835
799	0.4068676384
800	0.406818169
801	0.4067760145
802	0.4067428624
803	0.406710365
804	0.4066742813
805	0.4066232213
806	0.4065905892
807	0.4065638167
808	0.4065223654
809	0.4064830999
810	0.4064641951
811	0.4064483681
812	0.4064075523
813	0.4063596821
814	0.4063198473
815	0.4062738457
816	0.4062318844
817	0.4061851277
818	0.4061415436
819	0.406088275
820	0.4060411364
821	0.4059965936
822	0.4059400298
823	0.4059032413
824	0.4058611236
825	0.4058341803
826	0.4057991811
827	0.4057380906
828	0.4056759183
829	0.4056210637
830	0.4055862747
831	0.4055387209
832	0.4055039553
833	0.4054594213
834	0.4054147264
835	0.4054100243
836	0.4053354487
837	0.4052958623
838	0.4052610239
839	0.4052258208
840	0.4051519643
841	0.4051083384
842	0.4050468449
843	0.4049984576
844	0.4049738329
845	0.4049365347
846	0.4048942079
847	0.4048569793
848	0.4048118396
849	0.4047416596
850	0.4047031037
851	0.40465319
852	0.4046361105
853	0.4046051129
854	0.4045629499
855	0.4045194711
856	0.4044868775
857	0.4044337943
858	0.4043736778
859	0.4043534679
860	0.4043119581
861	0.4042673295
862	0.4042242939
863	0.4041974227
864	0.4041433468
865	0.404089615
866	0.4040557903
867	0.403996553
868	0.4039596152
869	0.4039146315
870	0.4038839207
871	0.4038620615
872	0.4038084855
873	0.4037697681
874	0.4037322377
875	0.4037009448
876	0.4036668316
877	0.4036334149
878	0.4036239238
879	0.4035796179
880	0.4035435384
881	0.4034870099
882	0.4034481659
883	0.4034288991
884	0.4033754296
885	0.4033465004
886	0.4032888394
887	0.4032381164
888	0.4031865363
889	0.4031479957
890	0.4031094457
891	0.4030693379
892	0.4030493675
893	0.4030102966
894	0.4029479305
895	0.4028863997
896	0.4028380822
897	0.4028367621
898	0.4028328924
899	0.4028174901
900	0.4027835392
901	0.4027429072
902	0.4027058288
903	0.4026757446
904	0.4026296212
905	0.4026006969
906	0.4025481365
907	0.4025054186
908	0.40246199
909	0.4024319772
910	0.4024294309
911	0.4023815724
912	0.4023347473
913	0.4023111922
914	0.4022823686
915	0.4022483598
916	0.4022030689
917	0.4021847913
918	0.4021568025
919	0.4021274269
920	0.4020808223
921	0.4020573786
922	0.4020149691
923	0.4019824392
924	0.4019047819
925	0.4018585391
926	0.4018318321
927	0.401777534
928	0.4017279842
929	0.4016841154
930	0.4016560184
931	0.4016184567
932	0.4015823307
933	0.4015198195
934	0.4014701466
935	0.4014079049
936	0.4013496275
937	0.4013086415
938	0.4012787166
939	0.4012457719
940	0.4011801512
941	0.4011384946
942	0.4010988405
943	0.4010330859
944	0.4010144976
945	0.4009606887
946	0.4009288376
947	0.4008944584
948	0.4008640158
949	0.4008241218
950	0.4007841334
951	0.400696987
952	0.4006721956
953	0.4006395327
954	0.400596079
955	0.4005584038
956	0.4005232117
957	0.4004882
958	0.4004574941
959	0.4004053601
960	0.4003811175
961	0.400339972
962	0.4002978903
963	0.4002337299
964	0.4001988289
965	0.4001665204
966	0.4001292534
967	0.4000874735
968	0.4000546649
969	0.4000229919
970	0.3999868469
971	0.3999487979
972	0.3999219535
973	0.399880846
974	0.3998335644
975	0.3997886823
976	0.3997456307
977	0.3997075687
978	0.399661284
979	0.3996259119
980	0.3996092376
981	0.3995803965
982	0.3995377575
983	0.3994846139
984	0.399441235
985	0.3993967433
986	0.3993508746
987	0.3992955962
988	0.3992630443
989	0.3992159708
990	0.3991696596
991	0.3991195868
992	0.399103754
993	0.3990658227
994	0.3990249881
995	0.3989732012
996	0.3989362724
997	0.3989086165
998	0.3988594033
999	0.3988160581
